Jigsaw (2017),New Jersey,5.7,,"Bodies are turning up around the city, each having met a uniquely gruesome demise. As the investigation proceeds, evidence points to one suspect: John Kramer, the man known as Jigsaw, who has been dead for over 10 years."
Kevin Walter’s Tower Rats (2020),New Jersey,6.9,,"Tower Rats is an outrageous mix-tape of grotesque flamboyance and ludicrous behavior that features the beloved superheroes of Tromaville, New Jersey. A trash film spectacle that has absolutely no plot."
Kill Theory (2009),New Jersey,5.3,,"Whilst celebrating a graduation at a secluded vacation home, a group of college students find themselves targeted by a sadistic killer who forces them to play a deadly game of killing one another in order to survive."
Laura Hasn't Slept (2020),New Jersey,6.7,,"A woman seeks help from her therapist for a recurring nightmare, only to face an unsettling and horrifying reality."
Mother's Day (1980),New Jersey,5.4,,Two brothers kidnap and brutalize three women for the pleasure of their demented mother.
Never Hike Alone (2017),New Jersey,6.8,,"A hiker's survival skills are put to the test, when he stumbles upon the remains of an old abandoned camp and discovers its long dark secrets."
Never Hike Alone 2 (2023),New Jersey,6.2,,"20 years after the last sighting of Jason Voorhees, Crystal Lake resident and former victim Tommy Jarvis still lives with the haunting notion that Jason will one day return."
Office Killer (1997),New Jersey,5.1,,"A mousy office worker accidentally kills one of her coworkers, then proceeds to bump off a few others."
Pledge Night (1988),New Jersey,4.7,,"A college fraternity in the middle of hazing their new pledges during ""hell week"" incur the wrath of a long deceased pledge who died during a hazing gone wrong 20 years ago."
Polycarp (2007),New Jersey,2.7,,"Through a series of horrific murders, the occult, biblical prophecy and sex clash in a melee of gore and mystery, with psychiatrists, attorneys, homicide detectives and rock stars all being suspects."
Poultrygeist: Night of the Chicken Dead (2006),New Jersey,6.1,,Zombified chickens attempt to kill the fast-food workers that cook them in a restaurant built on an ancient burial ground.
Primal Scream (1986),New Jersey,3.6,,"In the future, a private detective tries to stop a large corporation from mining an element whose side effects include igniting human flesh and destroying internal body parts."
Psycho Sisters (1998),New Jersey,4.4,,"Mean and domineering Jane and the sweet and ditsy Jackie are two radically contrasting sisters who suffer from severe trauma after witnessing the murder/suicide of their parents as well as seeing their other sibling Janice raped and killed by her assailants. The pair are deemed fit to re-enter society and get released from a sanitarium where they have undergone extensive rehabilitation therapy. However, Jane and Jackie prove to be anything but sane and harmless as they embark on a vicious spree in which they torture, murder, and mutilate any man luckless enough to cross their lethal paths."
Purgatory Blues (2001),New Jersey,4.8,,"Loser drug addict Jack winds up in hell after he gets killed by Steve, who's the abusive husband of the sweet Martha. Jack strikes up a deal with the head demon known as The Principal to get out of hell and return to life: He has 72 hours to corrupt an innocent soul or else he'll be condemned to Hades forever."
Queen Crab (2015),New Jersey,3.7,,"A young girl steals her dad's growth experiment infused grapes and feeds them to a pet crab. Years later, the now gigantic crustacean attacks the town!"
Raiders of the Living Dead (1986),New Jersey,2.6,,A newspaper reporter hears of strange goings-on on a remote island. He travels there and finds that a mad scientist lives there and he is creating zombies.
Rape Is a Circle (2006),New Jersey,2.8,,"Unwisely, a pair of unsuspecting hitch-hikers accepts an offer for a ride by an innocent Good Samaritan, unbeknownst to them that their female benefactor only aims to make them suffer beyond logic. Can they flee from the cycle of pain?"
Return to Nuke 'Em High Volume 1 (2013),New Jersey,5.5,,"When the other students begin to undergo mutations, a lesbian couple must solve the mystery and save Tromaville High School."
Return to Return to Nuke 'Em High (2017),New Jersey,5.5,,"Following the events of the previous film, a lesbian couple are determined to eliminate the most corrupt, evil forces of Tromaville and the world."
Satan's Little Helper (2004),New Jersey,5.3,,A naive young boy unknowingly becomes the pawn of a serial killer.
Saw (2004),New Jersey,7.6,,"Two strangers, who awaken in a room with no recollection of how they got there, soon discover they're pawns in a deadly game perpetrated by a notorious serial killer."
Saw 3D (2010),New Jersey,5.5,,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror."
Saw II (2005),New Jersey,6.6,,A detective and his team must rescue 8 people trapped in a factory by the twisted serial killer known as Jigsaw.
Saw III (2006),New Jersey,6.3,,Jigsaw abducts a doctor in order to keep himself alive while he watches his new apprentice put an unlucky citizen named Jeff through a brutal test.
Saw IV (2007),New Jersey,5.9,,"Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit."
Saw V (2008),New Jersey,5.8,,"Following Jigsaw's grisly demise, Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests."
Saw VI (2009),New Jersey,6,,"Agent Strahm is dead, and FBI agent Erickson draws nearer to Hoffman. Meanwhile, a pair of insurance executives find themselves in another game set by Jigsaw."
Scary Movie 4 (2006),New Jersey,5.1,Multiple Locations,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them."
Scavenger Killers (2013),New Jersey,3.6,,"Bonnie and Clyde are reinvented in SCAVENGER KILLERS, where a charming judge and a hot criminal defense attorney go on a maniacal killing rampage"
Screaming Dead (2003),New Jersey,3.9,,"Sleaze photographer Roger Neale and three beautiful models take up residence in a reportedly haunted old building - an ideal location for Neale's photographic ""study in terror."""
Shakespeare's Sh*tstorm (2020),New Jersey,6.5,,"In a crude parody of William Shakespeare's 'The Tempest', Prospero lures a boatload of pharmaceutical executives to Tromaville, New Jersey."
She Wolf Rising (2016),New Jersey,3,,"A nonstop supernatural thriller that explores the dark side of underground filmmaking. Gina Sklar, the reigning queen of horror, portrayed by Tiffany Shepis, lures Jake Bubar (Tim Mandala) into the decadent world of illusions and myths. Robert Lonzo (J. Edmund Fond) is Gina's mentor and producer in the world of horror cinema. Someone has stolen the footage from his latest movie and Gina needs Jake's help to recover it. It's Lonzo's best movie ever and Gina's breakout performance. Gina believes that this movie could catapult her out of the ""B"" world of films and into mainstream cinema. Jake struggles with his own demons internally but in the end cannot resist her. He only sees her vulnerability and beauty and will do anything to help. Jake's beliefs are challenged when he discovers Gina's true nature and realizes that the ""the heart becomes savage."" Together they forge ahead and deal with the demons and beasts that try to stop them from their forbidden desire."
Shock-O-Rama (2005),New Jersey,5.7,,Three horror comic tales connected to a wrap-around story involving a B-movie actress stalked by a blood-thirsty zombie.
Silent Madness (1984),New Jersey,5.1,,"A criminally insane man is accidentally released from a mental hospital. The staff tries to cover it up, but a young psychiatrist travels to the college town where he committed several murders to warn the locals and anticipate his arrival."
Slaughter Daughter (2012),New Jersey,4.6,,"A former beauty queen plots the death of her overbearing mother with the help of her pen-pal, a serial killer on death row."
