"","title","state","rating","multiple_locations","description","year","word_count","year_bin","ai_info","gpt_41_primary_sub_genre","gpt_41_secondary_sub_genre","gpt_41_tertiary_sub_genre","gpt_41_protagonist_type","gpt_41_antagonist_type","gpt_41_protagonist_gender","gpt_41_antagonist_gender","gpt_41_protagonist_age","gpt_41_antagonist_age","gpt_41_setting_time","gpt_41_setting_location"
"2316","Deadly Species","Florida",3.5,FALSE,"A wealthy big game hunter leads a team of expert archaeologists into the jungle on what appears to be a fact-finding expedition. However, when they discover a deserted campsite and gory human remains, curiosity quickly turns to terror.",2002,39,"x00_10","The movie is ""Deadly Species"" filmed in 2002. This is the IMDb summary: A wealthy big game hunter leads a team of expert archaeologists into the jungle on what appears to be a fact-finding expedition. However, when they discover a deserted campsite and gory human remains, curiosity quickly turns to terror.","nature","splatter","backwoods horror","human","non-human entity","male","androgynous","30-50","unknown","present","forest"
"2317","Deadly Weekend","Florida",2.9,FALSE,"Two young couples take one last trip to the country before moving to different cities. Unfortunately, when secrets come out and jealously takes a toll the weekend takes an unexpected and deadly turn for the worst.",2014,36,"x10_20","The movie is ""Deadly Weekend"" filmed in 2014. This is the IMDb summary: Two young couples take one last trip to the country before moving to different cities. Unfortunately, when secrets come out and jealously takes a toll the weekend takes an unexpected and deadly turn for the worst.","backwoods horror","slasher","phobia","human","human","unknown","unknown","18-30","18-30","present","rural"
"2318","Death Cast","Florida",2.9,FALSE,"The experience of six fame hungry actors is documented as they unknowingly trade their lives to star in an experimental horror film.",2022,22,"over_20","The movie is ""Death Cast"" filmed in 2022. This is the IMDb summary: The experience of six fame hungry actors is documented as they unknowingly trade their lives to star in an experimental horror film.","madness","found footage","slasher","human","human","unknown","unknown","18-30","unknown","present","unknown"
"2319","Death Curse of Tartu","Florida",3.7,FALSE,"A group of student archaeologists venture into the Florida Everglades to look for fossils, but come across an area cursed by a Native American witch doctor.",1966,26,"x60_70","The movie is ""Death Curse of Tartu"" filmed in 1966. This is the IMDb summary: A group of student archaeologists venture into the Florida Everglades to look for fossils, but come across an area cursed by a Native American witch doctor.","classic and mythological","folk horror","witches","human","non-human entity","unknown","androgynous","18-30","50+","present","rural"
"2320","Deathdream","Florida",6.7,FALSE,"A young soldier killed in Vietnam inexplicably shows up to his family home one night.",1974,15,"x70_80","The movie is ""Deathdream"" filmed in 1974. This is the IMDb summary: A young soldier killed in Vietnam inexplicably shows up to his family home one night.","zombies","phobia","madness","human","non-human entity","male","male","18-30","18-30","present","house"
"2321","Deep Blood","Florida",3.2,FALSE,"Several young men have to stop an ancient native American evil in the form of a killer shark which is attacking a small beach community.",1989,25,"x80_90","The movie is ""Deep Blood"" filmed in 1989. This is the IMDb summary: Several young men have to stop an ancient native American evil in the form of a killer shark which is attacking a small beach community.","nature","classic and mythological","phobia","human","non-human entity","male","androgynous","18-30","unknown","present","small town"
"2322","Demon's Brew","Florida",4.3,FALSE,"A newly married couple are kidnapped by mysterious Count and subjected to various humiliations.",1973,14,"x70_80","The movie is ""Demon's Brew"" filmed in 1973. This is the IMDb summary: A newly married couple are kidnapped by mysterious Count and subjected to various humiliations.","devils, demons, and hell","madness","torture","human","human","male","male","18-30","30-50","present","rural"
"2323","Devil Fish","Florida",2.5,FALSE,"A marine biologist, a dolphin trainer, a research scientist, and a local sheriff try to hunt down a large sea monster, a shark/octopus hybrid, that is devouring swimmers and fishermen off a south Florida coast.",1984,36,"x80_90","The movie is ""Devil Fish"" filmed in 1984. This is the IMDb summary: A marine biologist, a dolphin trainer, a research scientist, and a local sheriff try to hunt down a large sea monster, a shark/octopus hybrid, that is devouring swimmers and fishermen off a south Florida coast.","nature","neo-monsters","sci-fi and aliens","human","non-human entity","male","androgynous","30-50","unknown","present","rural"
"2324","Die Die Delta Pi","Florida",3.8,FALSE,"In the 1980's, a group of sorority girls pull a prank on a fellow Sister out of envy, which results in her being burned to death. But did she really die, or is she still seeking revenge?",2013,38,"x10_20","The movie is ""Die Die Delta Pi"" filmed in 2013. This is the IMDb summary: In the 1980's, a group of sorority girls pull a prank on a fellow Sister out of envy, which results in her being burned to death. But did she really die, or is she still seeking revenge?","slasher","classic and mythological","madness","human","human","female","female","18-30","18-30","past","small town"
"2325","Disciples","Florida",2.3,FALSE,"A dark twisted apocalyptic shocker about a group of humans and demons who must band together to fight for the fate of humanity. When an ancient prophecy unleashes an evil spirit, hell is brought upon the world.",2014,37,"x10_20","The movie is ""Disciples"" filmed in 2014. This is the IMDb summary: A dark twisted apocalyptic shocker about a group of humans and demons who must band together to fight for the fate of humanity. When an ancient prophecy unleashes an evil spirit, hell is brought upon the world.","devils, demons, and hell","post-apocalyptic","madness","human","non-human entity","unknown","androgynous","unknown","unknown","present","unknown"
"2326","Do You Wanna Know a Secret?","Florida",3,FALSE,"A night out on the town turns into a nightmare as six young college students find themselves hunted by a killer.",2001,21,"x00_10","The movie is ""Do You Wanna Know a Secret?"" filmed in 2001. This is the IMDb summary: A night out on the town turns into a nightmare as six young college students find themselves hunted by a killer.","slasher","phobia","madness","human","human","unknown","unknown","18-30","18-30","present","unknown"
"2327","Doomsday County","Florida",4.6,FALSE,"In a town overrun with zombies, vampires, and a melting mad scientist with plans for an impending alien invasion, it's up to a select few to try and keep order.",2010,30,"x10_20","The movie is ""Doomsday County"" filmed in 2010. This is the IMDb summary: In a town overrun with zombies, vampires, and a melting mad scientist with plans for an impending alien invasion, it's up to a select few to try and keep order.","zombies","vampire","sci-fi and aliens","human","non-human entity","unknown","androgynous","unknown","unknown","present","small town"
"2328","Emerald Lagoon","Florida",4.4,FALSE,"When micro scientist Dr. Connors and his assistant, Libby Myers, are discovered missing from the small Everglades community of Emerald Lagoon, Libby's father becomes concerned and tries to find Roland, a local fishing guide, to search for her.",2011,38,"x10_20","The movie is ""Emerald Lagoon"" filmed in 2011. This is the IMDb summary: When micro scientist Dr. Connors and his assistant, Libby Myers, are discovered missing from the small Everglades community of Emerald Lagoon, Libby's father becomes concerned and tries to find Roland, a local fishing guide, to search for her.","classic and mythological","nature","phobia","human","non-human entity","male","androgynous","30-50","unknown","present","rural"
"2329","Empire of the Ants","Florida",4.3,FALSE,"Con artist Marilyn Fryser tries to sell bogus real estate deals in an area overrun by giant ants.",1977,18,"x70_80","The movie is ""Empire of the Ants"" filmed in 1977. This is the IMDb summary: Con artist Marilyn Fryser tries to sell bogus real estate deals in an area overrun by giant ants.","giant creatures","nature","slasher","human","non-human entity","female","androgynous","30-50","unknown","present","rural"
"2330","Escape from Tomorrow","Florida",5.1,FALSE,"In a world of fake castles and anthropomorphic rodents, an epic battle begins when an unemployed father's sanity is challenged by a chance encounter with two underage girls on holiday.",2013,30,"x10_20","The movie is ""Escape from Tomorrow"" filmed in 2013. This is the IMDb summary: In a world of fake castles and anthropomorphic rodents, an epic battle begins when an unemployed father's sanity is challenged by a chance encounter with two underage girls on holiday.","madness","phobia","Lovecraftian/Cosmic horror","human","unknown","male","unknown","30-50","under 18","present","big city"
